[2023-04-07 13:43:11] Opened Log File logs/2023-04-07_13-43-11_log.txt
[2023-04-07 13:43:12] DATA: {'ph': 6.26, 'ec': 83.61, 'temp': 19.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:43:53] DATA: {'ph': 6.29, 'ec': 82.89, 'temp': 19.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:43:56] Transitioned to filling mode -- Written by logger
[2023-04-07 13:43:56] DATA: {'ph': 6.29, 'ec': 82.89, 'temp': 19.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:43:59] DATA: {'ph': 6.29, 'ec': 82.76, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:02] DATA: {'ph': 6.35, 'ec': 82.65, 'temp': 19.56, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:05] DATA: {'ph': 6.32, 'ec': 82.65, 'temp': 19.56, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:08] DATA: {'ph': 6.35, 'ec': 82.65, 'temp': 19.56, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:11] DATA: {'ph': 6.35, 'ec': 82.52, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:14] DATA: {'ph': 6.35, 'ec': 82.28, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:17] DATA: {'ph': 6.35, 'ec': 82.52, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:20] DATA: {'ph': 6.35, 'ec': 82.28, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:20] Transitioned to shutdown mode -- Written by logger
[2023-04-07 13:44:23] DATA: {'ph': 4.36, 'ec': 103.57, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:26] DATA: {'ph': 3.92, 'ec': 109.07, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:29] DATA: {'ph': 4.31, 'ec': 103.8, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:32] DATA: {'ph': 3.37, 'ec': 113.61, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:35] DATA: {'ph': 3.84, 'ec': 108.83, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:38] DATA: {'ph': 3.46, 'ec': 112.89, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:41] DATA: {'ph': 3.62, 'ec': 111.94, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:44] DATA: {'ph': 3.54, 'ec': 112.65, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:47] DATA: {'ph': 4.25, 'ec': 105.24, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:50] DATA: {'ph': 3.57, 'ec': 111.7, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:53] DATA: {'ph': 4.14, 'ec': 105.96, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:56] DATA: {'ph': 3.24, 'ec': 115.52, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:44:59] DATA: {'ph': 3.95, 'ec': 107.15, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:45:02] DATA: {'ph': 3.81, 'ec': 108.35, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:45:05] DATA: {'ph': 3.32, 'ec': 114.09, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:45:08] DATA: {'ph': 3.73, 'ec': 110.26, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:45:11] DATA: {'ph': 3.21, 'ec': 115.28, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:45:14] DATA: {'ph': 3.46, 'ec': 112.89, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:45:17] DATA: {'ph': 3.68, 'ec': 110.5, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:45:20] DATA: {'ph': 3.32, 'ec': 114.09, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:45:23] DATA: {'ph': 3.43, 'ec': 112.65, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:45:26] DATA: {'ph': 4.17, 'ec': 104.04, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-07 13:45:29] DATA: {'ph': 3.26, 'ec': 114.81, 'temp': 19.5, 'waterHigh': 0.0, 'waterMid': 1.0, 'waterLow': 1.0, 'flow': 0.0}
