[2023-04-05 18:35:40] Opened Log File logs/2023-04-05_18-35-40_log.txt
[2023-04-05 18:35:40] DATA: {'ph': 7.67, 'ec': 66.77, 'temp': 23.12, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-05 18:35:43] DATA: {'ph': 11.63, 'ec': 19.14, 'temp': 23.12, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-05 18:35:46] Transitioned to filling mode -- Written by logger
[2023-04-05 18:35:46] DATA: {'ph': 7.72, 'ec': 61.21, 'temp': 23.12, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-05 18:35:49] DATA: {'ph': 10.47, 'ec': 33.12, 'temp': 23.19, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-05 18:35:52] DATA: {'ph': 9.45, 'ec': 41.84, 'temp': 23.12, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-05 18:35:55] DATA: {'ph': 6.24, 'ec': 79.01, 'temp': 23.12, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-05 18:35:58] DATA: {'ph': 12.67, 'ec': 6.89, 'temp': 23.19, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-05 18:36:01] DATA: {'ph': 6.9, 'ec': 70.25, 'temp': 23.19, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-05 18:36:04] DATA: {'ph': 11.38, 'ec': 22.23, 'temp': 23.19, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-05 18:36:07] DATA: {'ph': 8.85, 'ec': 49.35, 'temp': 23.19, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-05 18:36:10] DATA: {'ph': 10.44, 'ec': 34.01, 'temp': 23.19, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-05 18:36:13] DATA: {'ph': 11.21, 'ec': 20.45, 'temp': 23.19, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
[2023-04-05 18:36:16] DATA: {'ph': 6.18, 'ec': 79.14, 'temp': 23.19, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 1.0, 'flow': 0.0}
