[2023-04-07 16:07:39] Opened Log File logs/2023-04-07_16-07-39_log.txt
[2023-04-07 16:07:39] DATA: {'ph': 9.65, 'ec': 47.57, 'temp': 28.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:07:42] Transitioned to filling mode -- Written by logger
[2023-04-07 16:07:43] DATA: {'ph': 9.59, 'ec': 47.57, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:07:46] DATA: {'ph': 9.65, 'ec': 48.17, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:07:49] DATA: {'ph': 9.62, 'ec': 47.57, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:07:52] DATA: {'ph': 9.62, 'ec': 47.77, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:07:55] DATA: {'ph': 9.62, 'ec': 47.77, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:07:58] DATA: {'ph': 9.59, 'ec': 47.97, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:01] DATA: {'ph': 9.56, 'ec': 47.77, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:04] DATA: {'ph': 9.59, 'ec': 47.77, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:07] DATA: {'ph': 9.56, 'ec': 47.97, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:10] DATA: {'ph': 9.59, 'ec': 47.97, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:13] DATA: {'ph': 9.56, 'ec': 47.97, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:16] DATA: {'ph': 9.59, 'ec': 47.77, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:19] DATA: {'ph': 9.59, 'ec': 47.77, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:22] DATA: {'ph': 9.59, 'ec': 47.77, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:25] DATA: {'ph': 9.56, 'ec': 47.77, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:28] DATA: {'ph': 9.56, 'ec': 47.77, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:31] DATA: {'ph': 9.59, 'ec': 47.97, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:34] DATA: {'ph': 9.59, 'ec': 47.57, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:37] DATA: {'ph': 7.69, 'ec': 58.25, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:40] DATA: {'ph': 7.8, 'ec': 58.25, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 16:08:43] DATA: {'ph': 7.53, 'ec': 59.26, 'temp': 28.56, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
