[2023-04-20 23:24:31] Opened Log File logs/2023-04-20_23-24-31_log.txt
[2023-04-20 23:24:31] DATA: {'ph': 5.55, 'ec': 76.75, 'temp': 23.0, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:24:42] Transitioned to filling mode -- Written by logger
[2023-04-20 23:24:42] DATA: {'ph': 5.63, 'ec': 78.39, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:24:45] DATA: {'ph': 5.6, 'ec': 80.64, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:24:48] DATA: {'ph': 5.6, 'ec': 77.49, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:24:51] DATA: {'ph': 5.66, 'ec': 78.62, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:24:54] DATA: {'ph': 5.63, 'ec': 80.42, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:24:57] DATA: {'ph': 5.66, 'ec': 77.94, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:00] DATA: {'ph': 5.63, 'ec': 80.19, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:03] DATA: {'ph': 5.57, 'ec': 80.19, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:06] DATA: {'ph': 5.6, 'ec': 77.72, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:10] DATA: {'ph': 5.63, 'ec': 81.09, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:13] DATA: {'ph': 5.57, 'ec': 79.52, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:16] DATA: {'ph': 5.63, 'ec': 77.94, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:19] DATA: {'ph': 5.6, 'ec': 80.42, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:22] DATA: {'ph': 5.57, 'ec': 77.94, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:25] DATA: {'ph': 5.6, 'ec': 79.29, 'temp': 22.5, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:28] DATA: {'ph': 5.57, 'ec': 83.12, 'temp': 22.0, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:31] DATA: {'ph': 5.55, 'ec': 79.39, 'temp': 22.0, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:34] DATA: {'ph': 5.6, 'ec': 80.07, 'temp': 22.0, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:37] DATA: {'ph': 5.52, 'ec': 80.98, 'temp': 22.0, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:40] DATA: {'ph': 5.6, 'ec': 78.93, 'temp': 22.0, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:43] DATA: {'ph': 5.63, 'ec': 79.61, 'temp': 22.0, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-20 23:25:46] DATA: {'ph': 5.77, 'ec': 80.3, 'temp': 22.0, 'waterHigh': 0.0, 'waterMid': 0.0, 'waterLow': 0.0, 'flow': 0.0}
