[2023-04-07 11:51:24] Opened Log File logs/2023-04-07_11-51-24_log.txt
[2023-04-07 11:51:24] DATA: {'ph': 4.5, 'ec': 102.09, 'temp': 19.06, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:27] Transitioned to conditioning mode -- Written by logger
[2023-04-07 11:51:28] Transitioned to shutdown mode -- Written by logger
[2023-04-07 11:51:28] DATA: {'ph': 4.5, 'ec': 102.09, 'temp': 19.06, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:31] DATA: {'ph': 4.5, 'ec': 102.58, 'temp': 19.06, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:34] DATA: {'ph': 4.5, 'ec': 102.33, 'temp': 19.06, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:37] DATA: {'ph': 4.5, 'ec': 102.09, 'temp': 19.06, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:40] DATA: {'ph': 4.47, 'ec': 102.58, 'temp': 19.06, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:43] DATA: {'ph': 4.45, 'ec': 102.58, 'temp': 19.06, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:46] DATA: {'ph': 4.45, 'ec': 102.71, 'temp': 19.0, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:49] DATA: {'ph': 4.47, 'ec': 102.71, 'temp': 19.0, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:52] DATA: {'ph': 4.45, 'ec': 102.58, 'temp': 19.06, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:55] DATA: {'ph': 4.42, 'ec': 103.19, 'temp': 19.0, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:51:58] DATA: {'ph': 4.42, 'ec': 102.95, 'temp': 19.0, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:52:01] DATA: {'ph': 4.45, 'ec': 102.95, 'temp': 19.0, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:52:04] DATA: {'ph': 4.45, 'ec': 103.19, 'temp': 19.0, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:52:07] DATA: {'ph': 4.45, 'ec': 102.95, 'temp': 19.0, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:52:10] DATA: {'ph': 4.45, 'ec': 102.71, 'temp': 19.0, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
[2023-04-07 11:52:13] DATA: {'ph': 4.45, 'ec': 102.95, 'temp': 19.0, 'waterHigh': 1.0, 'waterMid': 1.0, 'waterLow': 0.0, 'flow': 0.0}
